"","X","Date","Ship_Type","Lat1","Lon1","Piracy_Area","Ship_Name","Location"
"567",567,"2008-09-06","Tanker",12.9633333333333,47.0266666666667,"In international waters","SIGLOO DISCOVERY","Gulf of Aden"
"568",568,"2008-09-06","Tanker",12.95,47.2833333333333,"In international waters","FRONT VOYAGER","Gulf of Aden"
"569",569,"2008-09-07","Bulk",12.7666666666667,45.8333333333333,"In international waters","FONARUN NAREE","Gulf of Aden"
"570",570,"2008-09-08","Container",12.9033333333333,46.07,"In international waters","OOCL TOKYO","Gulf of Aden"
"571",571,"2008-09-08","Tanker",12.758,46.0883333333333,"In international waters","OCEAN QUEEN","Gulf of Aden"
"572",572,"2008-09-10","Bulk",12.675,48.375,"In international waters","DARYA GYAN","Gulf of Aden"
"573",573,"2008-09-10","Bulk",12.675,48.375,"In international waters","MICHAEL S","Gulf of Aden"
"574",574,"2008-09-10","Bulk",13.151,47.95,"In international waters","BRIGHT RUBY","Gulf of Aden"
"575",575,"2008-09-12","Bulk",13.4,48.3333333333333,"In international waters","LE TONG","Gulf of Aden"
"576",576,"2008-09-13","Tanker",13.5416666666667,48.7916666666667,"In international waters","GOLDEN ELIZABETH","Gulf of Aden"
"577",577,"2008-09-13","Other",2.16666666666667,54.6666666666667,"In international waters","DRENNEC","Arabian Sea"
"578",578,"2008-09-14","Bulk",13.6478333333333,48.9833333333333,"In international waters","SHOU CHANG HAI","Gulf of Aden"
"579",579,"2008-09-15","Tanker",13.5818333333333,49.1625,"In international waters","STOLT VALOR","Gulf of Aden"
"581",581,"2008-09-18","Bulk",2.37033333333333,50.921,"In international waters","CENTAURI","Arabian Sea"
"582",582,"2008-09-18","Bulk",14.2166666666667,49.9833333333333,"In international waters","GREAT CREATION","Gulf of Aden"
"583",583,"2008-09-18","Tanker",13.9,49.5166666666667,"In international waters","JO OAK","Gulf of Aden"
"584",584,"2008-09-19","Container",13.2176666666667,49.5173333333333,"Territorial waters","UNI-PREMIER","Gulf of Aden"
"586",586,"2008-09-20","Tanker",2.61666666666667,51.4166666666667,"In international waters","HENGAM","Arabian Sea"
"587",587,"2008-09-21","Bulk",2.5,51.9916666666667,"In international waters","CAPT STEFANOS","Arabian Sea"
"588",588,"2008-09-25","Other",2.16666666666667,50.6666666666667,"In international waters","FAINA","Arabian Sea"
"589",589,"2008-09-26","Tanker",13.5371666666667,48.606,"In international waters","GENIUS","Gulf of Aden"
"590",590,"2008-10-01","Bulk",13.3833333333333,49.15,"In international waters","VANCOUVER VICTORY","Gulf of Aden"
"591",591,"2008-10-01","Tanker",13.1666666666667,47.7166666666667,"In international waters","ATHENA 4","Gulf of Aden"
"592",592,"2008-10-01","Tanker",13.2265,47.9586666666667,"In international waters","FOUR SPRINGS","Gulf of Aden"
"593",593,"2008-10-01","Container",12.7078333333333,49.1716666666667,"In international waters","EVER UNICORN","Gulf of Aden"
"594",594,"2008-10-02","Other",13.1233333333333,48.7633333333333,"In international waters","TORONTO","Gulf of Aden"
"596",596,"2008-10-09","Bulk",14.0753333333333,50.8706666666667,"In international waters","WAEL H","Gulf of Aden"
"597",597,"2008-10-10","Tanker",13.1026666666667,47.2238333333333,"In international waters","ACTION","Gulf of Aden"
"598",598,"2008-10-14","Other",12.9903333333333,48.4953333333333,"In international waters","SHRI SHIV SHAMBOO","Gulf of Aden"
"599",599,"2008-10-15","Bulk",13.5653333333333,50.1783333333333,"In international waters","AFRICAN SANDERLING","Gulf of Aden"
"600",600,"2008-10-15","Bulk",15.1666666666667,51.75,"In international waters","SOPHIA","Arabian Sea"
"601",601,"2008-10-16","Tanker",12.7333333333333,45.8666666666667,"In international waters","IRAN HORMOZ","Gulf of Aden"
"603",603,"2008-10-28","Tanker",13.4333333333333,48.45,"In international waters","LEANDER","Gulf of Aden"
"604",604,"2008-10-28","Tanker",12.67,45.4816666666667,"In international waters","NOOR","Gulf of Aden"
"605",605,"2008-10-28","Bulk",13.2846666666667,48.5905,"In international waters","AQUILO","Gulf of Aden"
"606",606,"2008-10-28","Tanker",12.9,46.6666666666667,"In international waters","LEANDER","Gulf of Aden"
"607",607,"2008-10-29","Bulk",13.0025,46.6788333333333,"In international waters","YASA NESLIHAN","Gulf of Aden"
"608",608,"2008-11-02","Tanker",13.0333333333333,46.6166666666667,"In international waters","BRITTA MAERSK","Gulf of Aden"
"609",609,"2008-11-07","Bulk",12.7666666666667,45.9333333333333,"In international waters","CEC FUTURE","Gulf of Aden"
"610",610,"2008-11-10","Bulk",1.20833333333333,50.685,"In international waters","AL MAREEKH","Arabian Sea"
"611",611,"2008-11-10","Tanker",13.46,48.4466666666667,"In international waters","STOLT STRENGTH","Gulf of Aden"
"612",612,"2008-11-11","Bulk",12.75,46.0666666666667,"In international waters","JAG ARNAV","Gulf of Aden"
"613",613,"2008-11-12","Tanker",12.56,45.1766666666667,"In international waters","HARAZ","Gulf of Aden"
"614",614,"2008-11-12","Tanker",13.1166666666667,46.8,"In international waters","KARAGOL","Gulf of Aden"
"615",615,"2008-11-13","Bulk",13.4666666666667,49.3583333333333,"In international waters","TAI BAI HAI","Gulf of Aden"
"618",618,"2008-11-14","Tanker",13.355,47.3143333333333,"In international waters","GOLDEN AMBROSIA","Gulf of Aden"
"621",621,"2008-11-15","Tanker",12.85,46.7166666666667,"In international waters","CHEMSTAR VENUS","Gulf of Aden"
"622",622,"2008-11-18","Bulk",14.3833333333333,51.0833333333333,"In international waters","DELIGHT","Arabian Sea"
"623",623,"2008-11-18","Other",14.2858333333333,50.2616666666667,"In international waters","EKAWATNAVA 5","Gulf of Aden"
"624",624,"2008-11-24","Bulk",14.1953333333333,49.9841666666667,"In international waters","JOSCO SUZHOU","Gulf of Aden"
"625",625,"2008-11-28","Tanker",13.9,49.15,"In international waters","BISCAGLIA","Gulf of Aden"
"626",626,"2008-11-29","Tanker",13.9,49.4333333333333,"In international waters","NEVERLAND","Gulf of Aden"
"627",627,"2008-11-29","Bulk",12.3333333333333,44.1833333333333,"In international waters","TAI SHUN HAI","Gulf of Aden"
"628",628,"2008-11-30","Other",14.045,49.7283333333333,"In international waters","NAUTICA","Gulf of Aden"
"629",629,"2008-12-03","Tanker",12.9915,47.6926666666667,"In international waters","GINGA SAKER","Gulf of Aden"
"631",631,"2008-12-12","Tanker",13.5166666666667,48.65,"In international waters","IONIAN SEA","Gulf of Aden"
"632",632,"2008-12-12","Bulk",13.545,48.625,"In international waters","ALTAIR","Gulf of Aden"
"633",633,"2008-12-13","Bulk",13.7166666666667,48.2833333333333,"In international waters","CONTI EXPRESS","Gulf of Aden"
"634",634,"2008-12-16","Other",13.9,49.65,"In international waters","MASINDRA 7","Gulf of Aden"
"635",635,"2008-12-16","Bulk",13.347,47.9605,"In international waters","BOSPHORUS PRODIGY","Gulf of Aden"
"636",636,"2008-12-17","Other",14.4666666666667,51.6,"In international waters","ZHEN HUA 4","Arabian Sea"
"639",639,"2008-12-25","Bulk",14.2286666666667,50.8508333333333,"In international waters","WADI AL-ARAB","Gulf of Aden"
"640",640,"2008-12-31","Bulk",13.1333333333333,47.45,"In international waters","S. VENUS","Gulf of Aden"
"641",641,"2009-01-01","Tanker",13.0833333333333,47.05,"In international waters","ABUL KALAM AZAD","Gulf of Aden"
"642",642,"2009-01-01","Bulk",14.35,50.5666666666667,"In international waters","S. VENUS","Gulf of Aden"
"643",643,"2009-01-01","Bulk",13.9166666666667,47.9666666666667,"Territorial waters","BLUE STAR","Gulf of Aden"
"644",644,"2009-01-01","Container",14.3916666666667,51.2433333333333,"In international waters","CRISTINA A","Arabian Sea"
"645",645,"2009-01-01","Bulk",13.8833333333333,49.4833333333333,"In international waters","CORINA","Gulf of Aden"
"646",646,"2009-01-01","Other",14.6033333333333,51.1166666666667,"In international waters","SUPER STAR III","Arabian Sea"
"647",647,"2009-01-02","Tanker",13.1833333333333,47.5416666666667,"In international waters","KING DANIEL","Gulf of Aden"
"648",648,"2009-01-02","Bulk",13.2166666666667,47.5433333333333,"In international waters","CHIPOLBROK SUN","Gulf of Aden"
"649",649,"2009-01-02","Tanker",13.7,50.65,"In international waters","KRITI EPISKOPI","Gulf of Aden"
"650",650,"2009-01-02","Bulk",14.315,50.8666666666667,"In international waters","SAMANYOLU","Gulf of Aden"
"651",651,"2009-01-03","Tanker",12.9166666666667,45.1666666666667,"Territorial waters","SEA PRINCESS II","Gulf of Aden"
"652",652,"2009-01-04","Tanker",13.4,48.25,"In international waters","DONAT","Gulf of Aden"
"653",653,"2009-01-04","Bulk",13.05,48.7083333333333,"In international waters","VULTURNUS","Gulf of Aden"
"654",654,"2009-01-04","Bulk",14.3,50.5333333333333,"In international waters","DARIN NAREE","Gulf of Aden"
"656",656,"2009-01-13","Container",12.4083333333333,44.9616666666667,"In international waters","NEDLLOYD BARENTSZ","Gulf of Aden"
"659",659,"2009-01-29","Tanker",14.1666666666667,49.9666666666667,"In international waters","LONGCHAMP","Gulf of Aden"
"660",660,"2009-01-29","Bulk",12.4616666666667,44.175,"In international waters","ELENI G","Gulf of Aden"
"661",661,"2009-02-11","Bulk",10.65,54.8466666666667,"In international waters","OCEAN DIAMOND","Arabian Sea"
"662",662,"2009-02-11","Tanker",12.9916666666667,48.2816666666667,"In international waters","POLARIS","Gulf of Aden"
"664",664,"2009-02-12","Bulk",13.15,49.15,"In international waters","JOLBOS","Gulf of Aden"
"666",666,"2009-02-19","Other",4.55,52.9166666666667,"In international waters","THAI UNION","Arabian Sea"
"667",667,"2009-02-21","Bulk",14.5183333333333,53.7183333333333,"In international waters","BAHIA","Arabian Sea"
"668",668,"2009-02-22","Bulk",12.5663333333333,47.022,"In international waters","SALDANHA","Gulf of Aden"
"669",669,"2009-02-24","Tanker",13.8666666666667,49.7,"In international waters","LIA","Gulf of Aden"
"670",670,"2009-02-25","Bulk",13.14,49.1583333333333,"In international waters","YAN DANG HAI","Gulf of Aden"
"671",671,"2009-02-26","Bulk",12.1833333333333,43.5166666666667,"Territorial waters","DIANA C","Gulf of Aden"
"672",672,"2009-03-02","Tanker",12.15,45.55,"In international waters","PRO ALLIANCE","Gulf of Aden"
"673",673,"2009-03-03","Container",13.0333333333333,48.7166666666667,"In international waters","COURIER","Gulf of Aden"
"674",674,"2009-03-04","Bulk",12.2983333333333,44.15,"In international waters","CONSUL POPPE","Gulf of Aden"
"675",675,"2009-03-05","Bulk",7.93333333333333,65.4666666666667,"In international waters","PRABHU DAYA","Arabian Sea"
"676",676,"2009-03-09","Bulk",8.085,58.7183333333333,"In international waters","SHANGHAI VENTURE","Arabian Sea"
"677",677,"2009-03-10","Bulk",8.75,59.1633333333333,"In international waters","MAR REINA","Arabian Sea"
"678",678,"2009-03-11","Bulk",13.275,49.7383333333333,"In international waters","ATALANTA","Gulf of Aden"
"680",680,"2009-03-13","Other",7.18333333333333,58.8333333333333,"In international waters","FELIPE RUANO","Arabian Sea"
"681",681,"2009-03-14","Bulk",13.675,49.2916666666667,"In international waters","DIAMOND FALCON","Gulf of Aden"
"683",683,"2009-03-16","Bulk",12.5566666666667,43.425,"In international waters","NORTHERN STAR","Gulf of Aden"
"684",684,"2009-03-19","Bulk",12.5833333333333,47.35,"In international waters","TITAN","Gulf of Aden"
"685",685,"2009-03-20","Tanker",13.1666666666667,49.2166666666667,"In international waters","IASONAS","Gulf of Aden"
"686",686,"2009-03-20","Tanker",13.71,42.4633333333333,"In international waters","VALLE DI ARAGONA","Red Sea"
"688",688,"2009-03-21","Other",4.18333333333333,50.4166666666667,"In international waters","AL RAFIQUEI","Arabian Sea"
"692",692,"2009-03-23","Bulk",2.46666666666667,50.8166666666667,"In international waters","RYU GYONG","Arabian Sea"
"694",694,"2009-03-25","Other",0.401666666666667,56.025,"In international waters","EXPLORER III","Arabian Sea"
"695",695,"2009-03-25","Bulk",13.5166666666667,42.5666666666667,"In international waters","MOUNT ADAMS","Red Sea"
"696",696,"2009-03-25","Tanker",1.70883333333333,53.6983333333333,"In international waters","NIPAYIA","Arabian Sea"
"698",698,"2009-03-26","Tanker",12.6333333333333,43.3,"In international waters","HUGLI SPIRIT","Gulf of Aden"
"700",700,"2009-03-28","Other",12.4333333333333,46.8833333333333,"In international waters","GRANDEZZA","Gulf of Aden"
"702",702,"2009-03-29","Tanker",11.8366666666667,44.8883333333333,"In international waters","STEAM LEADER","Gulf of Aden"
"703",703,"2009-03-30","Bulk",9.75,58.8333333333333,"In international waters","EASTERN QUEEN","Arabian Sea"
"704",704,"2009-04-02","Bulk",13.8516666666667,51.2366666666667,"In international waters","GRAIN EXPRESS","Arabian Sea"
"705",705,"2009-04-02","Container",5.51666666666667,56.5416666666667,"In international waters","CMA CGM AZTECA","Arabian Sea"
"706",706,"2009-04-04","Other",9.6,58.5833333333333,"In international waters","TANIT","Arabian Sea"
"708",708,"2009-04-04","Other",9.40866666666667,58.257,"In international waters","AFRICA STAR","Arabian Sea"
"711",711,"2009-04-06","Bulk",12.55,49.0333333333333,"In international waters","MALASPINA CASTLE","Gulf of Aden"
"712",712,"2009-04-07","Container",6.45,54.5166666666667,"In international waters","MAERSK ALABAMA","Arabian Sea"
"713",713,"2009-04-09","Bulk",13.1283333333333,49.155,"In international waters","CALM SEAS","Gulf of Aden"
"715",715,"2009-04-09","Bulk",14.1333333333333,51.4833333333333,"In international waters","RYU GYONG","Arabian Sea"
"718",718,"2009-04-11","Bulk",12.2666666666667,46.3933333333333,"In international waters","ANATOLIA","Gulf of Aden"
"719",719,"2009-04-11","Other",12.4,46.3166666666667,"In international waters","BUCCANEER","Gulf of Aden"
"720",720,"2009-04-11","Container",0.303333333333333,51.7383333333333,"In international waters","DAL MADAGASCAR","Arabian Sea"
"721",721,"2009-04-12","Bulk",13.05,48.8166666666667,"In international waters","PANAMAX ANNA","Gulf of Aden"
"722",722,"2009-04-13","Bulk",12.9,48.25,"In international waters","IRENE E.M","Gulf of Aden"
"723",723,"2009-04-14","Bulk",2.26666666666667,47.6333333333333,"In international waters","SEA HORSE","Arabian Sea"
"726",726,"2009-04-17","Bulk",12.85,47.8166666666667,"In international waters","PUMA","Gulf of Aden"
"730",730,"2009-04-18","Other",12.2333333333333,45.75,"In international waters","HANDYTANKERS MAGIC","Gulf of Aden"
"731",731,"2009-04-18","Tanker",12.305,46.495,"In international waters","FRONT ARDENNE","Gulf of Aden"
"732",732,"2009-04-20","Bulk",13.2483333333333,47.6816666666667,"In international waters","ATLANTICA","Gulf of Aden"
"733",733,"2009-04-20","Bulk",12.725,47.7916666666667,"In international waters","NEW LEGEND HONOR","Gulf of Aden"
"735",735,"2009-04-25","Bulk",14.015,51.5283333333333,"In international waters","S. BOTHNIA","Arabian Sea"
"736",736,"2009-04-25","Bulk",14.0166666666667,51.5666666666667,"In international waters","PATRIOT","Arabian Sea"
"738",738,"2009-04-26","Tanker",13.425,47.4066666666667,"In international waters","GNA","Gulf of Aden"
"739",739,"2009-04-27","Tanker",13.1383333333333,56.62,"In international waters","NS COMMANDER","Arabian Sea"
"740",740,"2009-04-28","Bulk",12.5166666666667,46.1166666666667,"In international waters","SKAFTAFELL","Gulf of Aden"
"741",741,"2009-04-28","Bulk",13.8166666666667,56.5043333333333,"In international waters","BOULARIBANK","Arabian Sea"
"744",744,"2009-04-30","Other",0.6,50.1333333333333,"In international waters","JOLLY SMERALDO","Arabian Sea"
"750",750,"2009-05-02","Bulk",4.2,47.9666666666667,"In international waters","ALMEZAAN","Arabian Sea"
"751",751,"2009-05-05","Bulk",13.1616666666667,49.1483333333333,"In international waters","MICHAEL S","Gulf of Aden"
"752",752,"2009-05-05","Tanker",13.1333333333333,49.15,"In international waters","NEVERLAND","Gulf of Aden"
"754",754,"2009-05-05","Bulk",13.3666666666667,49.3833333333333,"In international waters","VICTORIA","Gulf of Aden"
"755",755,"2009-05-06","Tanker",13.5933333333333,48.9916666666667,"In international waters","NEPHELI","Gulf of Aden"
"757",757,"2009-05-07","Bulk",13.7166666666667,50.5833333333333,"In international waters","MARATHON","Gulf of Aden"
"758",758,"2009-05-07","Other",14.7333333333333,51.25,"In international waters","OMO WONZ","Arabian Sea"
"759",759,"2009-05-07","Bulk",13.0666666666667,49,"In international waters","ANNY PETRAKIS","Gulf of Aden"
"760",760,"2009-05-07","Tanker",12.2066666666667,45.7533333333333,"In international waters","SEA GIANT","Gulf of Aden"
"761",761,"2009-05-10","Tanker",12.55,43.4333333333333,"In international waters","NS SPIRIT","Gulf of Aden"
"763",763,"2009-05-13","Bulk",13.3,49.3,"In international waters","AMIRA","Gulf of Aden"
"764",764,"2009-05-17","Tanker",14.15,51.9166666666667,"In international waters","DUBAI PRINCESS","Arabian Sea"
"765",765,"2009-05-18","Tanker",12.7683333333333,48.095,"In international waters","NOOR","Gulf of Aden"
"766",766,"2009-05-18","Tanker",12.9333333333333,48.5,"In international waters","JURKALNE","Gulf of Aden"
"768",768,"2009-05-19","Tanker",13.28,48.9966666666667,"In international waters","SARV","Gulf of Aden"
"769",769,"2009-05-22","Bulk",13.23,49.1716666666667,"In international waters","MARIA K","Gulf of Aden"
"770",770,"2009-05-25","Bulk",13.1833333333333,49.3316666666667,"In international waters","COSTIS","Gulf of Aden"
"771",771,"2009-05-26","Bulk",13.0833333333333,48.9666666666667,"In international waters","ANTONIS","Gulf of Aden"
"772",772,"2009-05-28","Other",13.0166666666667,48.8105,"In international waters","MAUD","Gulf of Aden"
"773",773,"2009-05-29","Bulk",12.3333333333333,46.4333333333333,"In international waters","LAKE GLOBE","Gulf of Aden"
